start,duration,text,clean_text
918.48,3.919,purchase right so you buy a car you go,purchaserightsoyoubuyacaryougo
920.72,3.679,and talk to someone you buy a house you,andtalktosomeoneyoubuyahouseyou
922.399,3.921,talk to someone very very rarely buy one,talktosomeoneveryveryrarelybuyone
924.399,5.281,of these things without voice so I'm,ofthesethingswithoutvoicesoim
926.32,6.92,very interested to see what AI can do um,veryinterestedtoseewhataicandoum
929.68,6.56,to complete the sales process and the,tocompletethesalesprocessandthe
933.24,5.039,big questions for me are um I like the,bigquestionsformeareumilikethe
936.24,3.959,vcon idea so I can actually get the,vconideasoicanactuallygetthe
938.279,3.841,conversation and I can do a groundhog,conversationandicandoagroundhog
940.199,3.961,day thing and try it again and try it,daythingandtryitagainandtryit
942.12,4.199,again until I get it get it right and,againuntiligetitgetitrightand
944.16,3.56,they and they buy the the the product,theyandtheybuythethetheproduct
946.319,4.601,because they're happy with what they',becausetheyrehappywithwhatthey
947.72,5.359,they've heard um and the other is whe,theyveheardumandtheotheriswhe
950.92,4.56,When I need to bring a real human into,whenineedtobringarealhumaninto
953.079,4.961,the the loop do I need to do it early do,thetheloopdoineedtodoitearlydo
955.48,4.44,I need to do it late could I actually,ineedtodoitlatecouldiactually
958.04,4.279,you know use V and just go through it,youknowusevandjustgothroughit
959.92,4.719,and get it right and and and never have,andgetitrightandandandneverhave
962.319,3.76,a real human in there or is there some,arealhumaninthereoristheresome
964.639,4.2,fundamental requirement but that's,fundamentalrequirementbutthats
966.079,5.24,that's what I'm working on it I had to,thatswhatimworkingonitihadto
968.839,4.041,go at this a few years ago technology,goatthisafewyearsagotechnology
971.319,3.921,just wasn't there it was just you know,justwasntthereitwasjustyouknow
972.88,5.079,now llms are out there and you know,nowllmsareoutthereandyouknow
975.24,4.44,evolving very rapidly so it's perfectly,evolvingveryrapidlysoitsperfectly
977.959,5.36,possible to do,possibletodo
979.68,5.719,this using signal W yeah of thank you so,thisusingsignalwyeahofthankyouso
983.319,3.681,much the uh and I think there's a,muchtheuhandithinktheresa
985.399,3.641,interesting there too right so the vcon,interestingtheretoorightsothevcon
987.0,4.24,idea or the idea that you can use the AI,ideaortheideathatyoucanusetheai
989.04,3.64,and analyze and do voice after the fact,andanalyzeanddovoiceafterthefact
991.24,3.44,right so you have the store dialogues,rightsoyouhavethestoredialogues
992.68,3.399,you have a lot of conversational data,youhavealotofconversationaldata
994.68,3.0,that you can then mine and then you,thatyoucanthenmineandthenyou
996.079,3.2,haveon has to work on and sign wire does,haveonhastoworkonandsignwiredoes
997.68,4.56,which is the real time like it has to,whichistherealtimelikeithasto
999.279,4.441,happen now this is like latency is ultra,happennowthisislikelatencyisultra
1002.24,3.56,critical and the trade-offs you have to,criticalandthetradeoffsyouhaveto
1003.72,3.479,make in that regard uh are always like,makeinthatregarduharealwayslike
1005.8,3.279,super interesting and I know Christian,superinterestingandiknowchristian
1007.199,3.521,what are you working on right now and,whatareyouworkingonrightnowand
1009.079,3.081,Diego I'd also love to hear your view on,diegoidalsolovetohearyourviewon
1010.72,4.799,this like but what are you working on,thislikebutwhatareyouworkingon
1012.16,4.64,now in the the world of the uh the your,nowinthetheworldoftheuhtheyour
1015.519,4.0,new company with atomic power it's very,newcompanywithatomicpoweritsvery
1016.8,4.88,interesting,interesting
1019.519,4.8,uh so you know little bit of a pivot,uhsoyouknowlittlebitofapivot
1021.68,6.08,even for me right,evenformeright
1024.319,5.48,um so long story short my uh my my,umsolongstoryshortmyuhmymy
1027.76,4.12,frequent collaborator more on the kind,frequentcollaboratormoreonthekind
1029.799,4.561,of the business and entrepreneurial side,ofthebusinessandentrepreneurialside
1031.88,4.36,um moved 10 miles away from Diablo,ummoved10milesawayfromdiablo
1034.36,4.36,Canyon California's last active nuclear,canyoncaliforniaslastactivenuclear
1036.24,3.92,power plant right and uh I think they're,powerplantrightanduhithinktheyre
1038.72,3.56,the second largest employer in the,thesecondlargestemployerinthe
1040.16,4.2,county something like that so you would,countysomethinglikethatsoyouwould
1042.28,4.2,uh you know be at a coaching his kids,uhyouknowbeatacoachinghiskids
1044.36,3.76,soccer game something like that oh you,soccergamesomethinglikethatohyou
1046.48,3.199,work at the plant oh wow you guys are,workattheplantohwowyouguysare
1048.12,4.28,splitting Adams over there I bet your,splittingadamsoverthereibetyour
1049.679,5.201,technology stack is incredible mhm they,technologystackisincrediblemhmthey
1052.4,5.72,would laugh hysterically every single,wouldlaughhystericallyeverysingle
1054.88,5.36,time uh found out really quickly um you,timeuhfoundoutreallyquicklyumyou
1058.12,3.88,know regardless of any uh you know,knowregardlessofanyuhyouknow
1060.24,5.6,preconceived notions of nuclear power,preconceivednotionsofnuclearpower
1062.0,6.12,what have you it is very very very,whathaveyouitisveryveryvery
1065.84,4.0,highly regulated to the point where,highlyregulatedtothepointwhere
1068.12,5.28,certainly background in healthcare,certainlybackgroundinhealthcare
1069.84,5.56,Telecom 911 paaps what have you yep uh,telecom911paapswhathaveyouyepuh
1073.4,3.24,the the joke I like to make is uh you,thethejokeiliketomakeisuhyou
1075.4,3.12,know Healthcare and Telecom was,knowhealthcareandtelecomwas
1076.64,4.0,unregulated enough we skipped Aerospace,unregulatedenoughweskippedaerospace
1078.52,5.32,and when straight to nuclear,andwhenstraighttonuclear
1080.64,6.36,energy so um you know like nuclear power,energysoumyouknowlikenuclearpower
1083.84,5.76,thinks in decades and uh Diablo Canya,thinksindecadesanduhdiablocanya
1087.0,5.6,went online in 1884 40th anniversary,wentonlinein188440thanniversary
1089.6,5.24,it's as old as I am and over the span of,itsasoldasiamandoverthespanof
1092.6,4.28,those 40 years by way of policy,those40yearsbywayofpolicy
1094.84,5.199,procedure documenting absolutely,proceduredocumentingabsolutely
1096.88,6.2,everything they've massed somewhere in,everythingtheyvemassedsomewherein
1100.039,6.12,excess of 1 billion pages of records and,excessof1billionpagesofrecordsand
1103.08,5.32,documentation so step one is you know,documentationsosteponeisyouknow
1106.159,4.961,enabling semantic search and in inest,enablingsemanticsearchandininest
1108.4,5.48,Etc of all that different content which,etcofallthatdifferentcontentwhich
1111.12,5.16,is really the fundamental enabling layer,isreallythefundamentalenablinglayer
1113.88,4.72,for doing a lot of different training,fordoingalotofdifferenttraining
1116.28,4.399,approaches and you know clustering,approachesandyouknowclustering
1118.6,4.079,semantic search those kinds of things um,semanticsearchthosekindsofthingsum
1120.679,3.401,because another thing that's really,becauseanotherthingthatsreally
1122.679,4.801,interesting about this industry I,interestingaboutthisindustryi
1124.08,5.24,thought like healthare was bad um you I,thoughtlikehealtharewasbadumyoui
1127.48,3.199,you know I read some of this content and,youknowireadsomeofthiscontentand
1129.32,4.32,I'm you know I don't have a PhD in,imyouknowidonthaveaphdin
1130.679,6.521,nuclear physics so I get lost within the,nuclearphysicssoigetlostwithinthe
1133.64,5.64,first sentence and um you know more kind,firstsentenceandumyouknowmorekind
1137.2,3.76,of you know as we look towards other,ofyouknowaswelooktowardsother
1139.28,4.72,applications and other ways to deploy,applicationsandotherwaystodeploy
1140.96,5.0,this uh if you ever get a chance to,thisuhifyouevergetachanceto
1144.0,4.96,visit a nuclear power plant I highly,visitanuclearpowerplantihighly
1145.96,5.32,suggest it it's very very interesting,suggestititsveryveryinteresting
1148.96,3.68,I'll take you up on that well you're in,illtakeyouuponthatwellyourein
1151.28,3.56,you're in California right just quick,youreincaliforniarightjustquick
1152.64,4.48,drive oh okay how do how how does pg&,driveohokayhowdohowhowdoespg
1154.84,4.92,feel about you you have any you pay your,feelaboutyouyouhaveanyyoupayyour
1157.12,3.84,bills on time you know yeah sure yeah of,billsontimeyouknowyeahsureyeahof
1159.76,5.44,course I do,courseido
1160.96,6.16,always so um you know you get there and,alwayssoumyouknowyougetthereand
1165.2,4.88,uh you know a guy with a rifle follows,uhyouknowaguywithariflefollows
1167.12,4.559,you around and well yell at you if you,youaroundandwellyellatyouifyou
1170.08,3.88,don't have three points of contact on,donthavethreepointsofcontacton
1171.679,3.961,the staircase wow and you know you're,thestaircasewowandyouknowyoure
1173.96,3.52,wearing your doemer and this is before,wearingyourdoemerandthisisbefore
1175.64,3.919,you even get into the radiological stuff,youevengetintotheradiologicalstuff
1177.48,5.439,so there just kind of this like,sotherejustkindofthislike
1179.559,5.6,obsessive wild intense focus on safety,obsessivewildintensefocusonsafety
1182.919,5.081,and operation they have NRC inspectors,andoperationtheyhavenrcinspectors
1185.159,4.921,on site it's a whole thing um and you,onsiteitsawholethingumandyou
1188.0,4.679,know you start to look into I'm looking,knowyoustarttolookintoimlooking
1190.08,4.88,at this and I'm thinking oh yeah I'm,atthisandimthinkingohyeahim
1192.679,5.561,going to be looking at stps and srtp,goingtobelookingatstpsandsrtp
1194.96,5.599,again at no time because the you know,againatnotimebecausetheyouknow
1198.24,4.2,like the control of touch and surfaces,likethecontroloftouchandsurfaces
1200.559,3.761,you know again nucleotides and all the,youknowagainnucleotidesandallthe
1202.44,3.32,radiological stuff whatever else,radiologicalstuffwhateverelse
1204.32,2.719,something as simple and I think this,somethingassimpleandithinkthis
1205.76,3.64,speaks to a lot of the potential,speakstoalotofthepotential
1207.039,5.441,applications of this as well U you look,applicationsofthisaswelluyoulook
1209.4,6.159,at an industry like this and um you know,atanindustrylikethisandumyouknow
1212.48,6.76,things like voice activity detection and,thingslikevoiceactivitydetectionand
1215.559,5.881,you know transcripts of just you know a,youknowtranscriptsofjustyouknowa
1219.24,4.559,technician talking out loud while he's,techniciantalkingoutloudwhilehes
1221.44,4.56,modifying a pump or something um,modifyingapumporsomethingum
1223.799,3.801,something that those of us in this room,somethingthatthoseofusinthisroom
1226.0,3.32,would look at look at that and think,wouldlookatlookatthatandthink
1227.6,4.36,well that's like incredible simple and,wellthatslikeincrediblesimpleand
1229.32,4.64,Elementary it's the application right,elementaryitstheapplicationright
1231.96,4.0,finding that that business use case and,findingthatthatbusinessusecaseand
1233.96,4.64,and how to and how to deploy it,andhowtoandhowtodeployit
1235.96,4.88,particularly within such a a challenging,particularlywithinsuchaachallenging
1238.6,4.52,operating environment that's fascinating,operatingenvironmentthatsfascinating
1240.84,4.8,yeah so that's kind of a little bit of,yeahsothatskindofalittlebitof
1243.12,4.48,an intro kind of a plug here I get into,anintrokindofaplughereigetinto
1245.64,4.56,it in a little more detail uh tomorrow I,itinalittlemoredetailuhtomorrowi
1247.6,3.88,think my my talk is titled AI on the,thinkmymytalkistitledaionthe
1250.2,2.8,frontier the world's fastest,frontiertheworldsfastest
1251.48,2.439,supercomputer or something like that cuz,supercomputerorsomethinglikethatcuz
1253.0,2.72,we have a partnership with the,wehaveapartnershipwiththe
1253.919,4.041,Department of energy as well excellent,departmentofenergyaswellexcellent
1255.72,3.48,very cool man and I think that speaks to,verycoolmanandithinkthatspeaksto
1257.96,4.839,what you were talking about to Jeff that,whatyouweretalkingabouttojeffthat
1259.2,7.52,the the amount of Economic Opportunity,thetheamountofeconomicopportunity
1262.799,6.36,available here is just unbelievable unb,availablehereisjustunbelievableunb
1266.72,4.92,right and that finding those second and,rightandthatfindingthosesecondand
1269.159,4.201,third tertiary sort of like um,thirdtertiarysortoflikeum
1271.64,4.399,derivative products that are coming from,derivativeproductsthatarecomingfrom
1273.36,4.919,the AI technology and applying them to,theaitechnologyandapplyingthemto
1276.039,4.12,specific industries that do have you,specificindustriesthatdohaveyou
1278.279,3.161,know highly regulated environments they,knowhighlyregulatedenvironmentsthey
1280.159,2.76,very strange I know there was a talk at,verystrangeiknowtherewasatalkat
1281.44,3.119,for those of you who can go back and,forthoseofyouwhocangobackand
1282.919,3.321,watch the commio world and I know we,watchthecommioworldandiknowwe
1284.559,4.24,have the the runners here with Danel in,havethetherunnersherewithdanelin
1286.24,5.84,Atlanta there uh we can go there was a,atlantathereuhwecangotherewasa
1288.799,5.401,there on um a guy who does using web RTC,thereonumaguywhodoesusingwebrtc
1292.08,3.959,for speaking with the space station if I,forspeakingwiththespacestationifi
1294.2,3.88,remember correctly and how they had to,remembercorrectlyandhowtheyhadto
1296.039,4.201,reorient and re architect the way they,reorientandrearchitectthewaythey
1298.08,5.24,do across the world but they needed it,doacrosstheworldbuttheyneededit
1300.24,4.72,to be the same exact interface and types,tobethesameexactinterfaceandtypes
1303.32,3.32,of systems they would use back in the,ofsystemstheywouldusebackinthe
1304.96,2.92,60s so it's still to push to talk they,60ssoitsstilltopushtotalkthey
1306.64,3.159,had to have everybody draw like a closed,hadtohaveeverybodydrawlikeaclosed
1307.88,3.52,circuit like they had to have Capcom,circuitliketheyhadtohavecapcom
1309.799,3.161,able to talk to the right had to work,abletotalktotherighthadtowork
1311.4,4.399,exactly the same but they rearch on web,exactlythesamebuttheyrearchonweb
1312.96,5.0,RTC really interesting applications of,rtcreallyinterestingapplicationsof
1315.799,4.601,that technology web RTC to a specific,thattechnologywebrtctoaspecific
1317.96,4.88,use case and I think now ai applied to,usecaseandithinknowaiappliedto
1320.4,4.72,things like nuclear power is is,thingslikenuclearpowerisis
1322.84,4.6,fascinating which which is also reactor,fascinatingwhichwhichisalsoreactor
1325.12,3.84,designs from the 1960s currently by the,designsfromthe1960scurrentlybythe
1327.44,3.08,way it's amazing how much stuff we used,wayitsamazinghowmuchstuffweused
1328.96,2.76,from the' 60s still that was what,fromthe60sstillthatwaswhat
1330.52,3.519,happened back then things were so you,happenedbackthenthingsweresoyou
1331.72,4.4,know made good stuff back then works it,knowmadegoodstuffbackthenworksit
1334.039,3.161,does just keeps working um and Diego,doesjustkeepsworkingumanddiego
1336.12,4.0,what about what about yourself what do,whataboutwhataboutyourselfwhatdo
1337.2,5.44,you think about this well uh I agree,youthinkaboutthiswelluhiagree
1340.12,7.159,that of course AI is a general purpose,thatofcourseaiisageneralpurpose
1342.64,7.68,concept so we better focus on specific,conceptsowebetterfocusonspecific
1347.279,6.041,applications Industries so from my point,applicationsindustriessofrommypoint
1350.32,5.599,of view and well you know I have quite,ofviewandwellyouknowihavequite
1353.32,5.599,some experience in the customer care TCO,someexperienceinthecustomercaretco
1355.919,5.841,space and uh what we are working there,spaceanduhwhatweareworkingthere
1358.919,5.201,is but I I see three main,isbutiiseethreemain
1361.76,5.279,applications first one is uh,applicationsfirstoneisuh
1364.12,6.36,conversational AI of course the usage of,conversationalaiofcoursetheusageof
1367.039,6.441,AI to interact with customers and I see,aitointeractwithcustomersandisee
1370.48,6.76,that uh from the Omni Channel,thatuhfromtheomnichannel
1373.48,6.72,perspective uh with that means of course,perspectiveuhwiththatmeansofcourse
1377.24,5.319,voice interactions realtime interactions,voiceinteractionsrealtimeinteractions
1380.2,4.92,uh but also a synchronous,uhbutalsoasynchronous
1382.559,6.681,interactions uh I'm dealing with a lot,interactionsuhimdealingwithalot
1385.12,7.48,of um email web chat interactions they,ofumemailwebchatinteractionsthey
1389.24,6.6,are growing and uh there are a lot of,aregrowinganduhtherearealotof
1392.6,6.959,requests to make that,requeststomakethat
1395.84,6.8,automatic which also brings to some,automaticwhichalsobringstosome
1399.559,5.24,ethical uh issues like uh we are not,ethicaluhissueslikeuhwearenot
1402.64,4.639,more able to understand if the email is,moreabletounderstandiftheemailis
1404.799,4.24,written by a human or machine but that's,writtenbyahumanormachinebutthats
1407.279,4.561,another picture,anotherpicture
1409.039,5.361,uh so conversational AI the first,uhsoconversationalaithefirst
1411.84,6.839,application the second application is,applicationthesecondapplicationis
1414.4,6.639,about conversation analysis okay so a,aboutconversationanalysisokaysoa
1418.679,4.681,little bit related to what was,littlebitrelatedtowhatwas
1421.039,4.841,mentioning Jeff as well but in the,mentioningjeffaswellbutinthe
1423.36,5.72,customer care of course we can analyze,customercareofcoursewecananalyze
1425.88,6.08,the conversation we can use AI to get,theconversationwecanuseaitoget
1429.08,4.28,insights about that to get what we call,insightsaboutthattogetwhatwecall
1431.96,4.319,quality,quality
1433.36,6.08,assurance and so get insight about you,assuranceandsogetinsightaboutyou
1436.279,6.241,know the sentiment or,knowthesentimentor
1439.44,5.839,get knowledge about specific patterns,getknowledgeaboutspecificpatterns
1442.52,5.36,inside a conversation to perform,insideaconversationtoperform
1445.279,4.681,marketing operations or also something,marketingoperationsoralsosomething
1447.88,4.76,for good for example an application I,forgoodforexampleanapplicationi
1449.96,6.64,want to mention we've been working,wanttomentionwevebeenworking
1452.64,5.6,on as a concept uh is a framework to,onasaconceptuhisaframeworkto
1456.6,4.64,detect the risk level inside a,detecttherisklevelinsidea
1458.24,5.679,conversation between psychologists and,conversationbetweenpsychologistsand
1461.24,6.48,young people with the mental,youngpeoplewiththemental
1463.919,6.48,issues which unfortunately is increasing,issueswhichunfortunatelyisincreasing
1467.72,5.24,and so the concept is to identify the,andsotheconceptistoidentifythe
1470.399,4.321,risk level inside this conversation so,risklevelinsidethisconversationso
1472.96,5.599,you know we are talking here about young,youknowwearetalkinghereaboutyoung
1474.72,8.36,people with depressions or,peoplewithdepressionsor
1478.559,7.321,even suicide tentatives and then that,evensuicidetentativesandthenthat
1483.08,5.0,could could be a very nice,couldcouldbeaverynice
1485.88,3.72,application uh and then in the customer,applicationuhandtheninthecustomer
1488.08,3.839,care space there is the third,carespacethereisthethird
1489.6,7.559,application that we've been working on,applicationthatwevebeenworkingon
1491.919,9.401,and um it's the agent assistant okay so,andumitstheagentassistantokayso
1497.159,7.721,human agent the Center operators can use,humanagentthecenteroperatorscanuse
1501.32,6.16,AI to provide better experience for the,aitoprovidebetterexperienceforthe
1504.88,5.399,customers at the end of the day okay so,customersattheendofthedayokayso
1507.48,5.52,uh before they needed to escalate the,uhbeforetheyneededtoescalatethe
1510.279,5.961,issues contact get in touch with the,issuescontactgetintouchwiththe
1513.0,6.76,supervisors to get help now they can,supervisorstogethelpnowtheycan
1516.24,4.76,interact also with some AI agents to get,interactalsowithsomeaiagentstoget
1519.76,4.799,the answers they,theanswersthey
1521.0,6.64,need uh so those are three,needuhsothosearethree
1524.559,6.24,applications and uh but well maybe this,applicationsanduhbutwellmaybethis
1527.64,4.519,is a second on the F but I'd like to,isasecondonthefbutidliketo
1530.799,5.321,point out,pointout
1532.159,6.201,that it's really important I I I think,thatitsreallyimportantiiithink
1536.12,5.24,organizations are,organizationsare
1538.36,6.24,underestimating the power of that on one,underestimatingthepowerofthatonone
1541.36,8.6,side on the other side also how,sideontheothersidealsohow
1544.6,8.4,to the bug how to provide such service,tothebughowtoprovidesuchservice
1549.96,6.28,so for example I want to know why these,soforexampleiwanttoknowwhythese
1553.0,7.2,llm or these AI agents answered like,llmortheseaiagentsansweredlike
1556.24,7.2,that and not like that was the answers,thatandnotlikethatwastheanswers
1560.2,6.24,properly provided or not this is not,properlyprovidedornotthisisnot
1563.44,7.479,obvious imagine when your a customer ask,obviousimaginewhenyouracustomerask
1566.44,7.64,you why this agent answered like that so,youwhythisagentansweredlikethatso
1570.919,6.201,if he or she is a human you can find out,ifheorsheisahumanyoucanfindout
1574.08,7.199,if it was a complex llm behind you need,ifitwasacomplexllmbehindyouneed
1577.12,6.88,to explain and to to get the reason,toexplainandtotogetthereason
1581.279,5.721,behind that and there are of course,behindthatandthereareofcourse
1584.0,6.12,tools to do that now but you need to be,toolstodothatnowbutyouneedtobe
1587.0,4.6,able to use that uh properly yeah yep,abletousethatuhproperlyyeahyep
1590.12,4.12,and I think that's also it speaks to the,andithinkthatsalsoitspeakstothe
1591.6,5.28,idea that you know if the AI agent or if,ideathatyouknowiftheaiagentorif
1594.24,4.36,any AI system needs to be like always,anyaisystemneedstobelikealways
1596.88,2.96,100% correct right highly regulated,100correctrighthighlyregulated
1598.6,3.16,environments or highly sensitive,environmentsorhighlysensitive
1599.84,3.52,environments where it needs to be 100%,environmentswhereitneedstobe100
1601.76,4.519,correct that's a certain level of,correctthatsacertainlevelof
1603.36,3.919,guarantee and systems you can use versus,guaranteeandsystemsyoucanuseversus
1606.279,2.64,ones that can be a little bit more,onesthatcanbealittlebitmore
1607.279,3.561,imaginative ones that can be it doesn't,imaginativeonesthatcanbeitdoesnt
1608.919,4.081,you know exactness is not entirely,youknowexactnessisnotentirely
1610.84,3.559,correct um and I think also it's a very,correctumandithinkalsoitsavery
1613.0,2.919,interesting point that everything we're,interestingpointthateverythingwere
1614.399,4.121,talking talking about as well is the,talkingtalkingaboutaswellisthe
1615.919,4.0,idea that voice has been historic Al,ideathatvoicehasbeenhistorical
1618.52,2.96,something that's kind of locked away,somethingthatskindoflockedaway
1619.919,3.961,right you have a wave file save,rightyouhaveawavefilesave
1621.48,4.799,somewhere maybe you have text to speech,somewheremaybeyouhavetexttospeech
1623.88,4.159,speech to text on it uh but that's R,speechtotextonituhbutthatsr
1626.279,3.841,very rarely done was kind of expensive,veryrarelydonewaskindofexpensive
1628.039,3.681,and then mining that data was expensive,andthenminingthatdatawasexpensive
1630.12,2.679,and required a lot of separate tooling,andrequiredalotofseparatetooling
1631.72,2.88,and a lot of separate Knowledge from,andalotofseparateknowledgefrom
1632.799,4.36,separate people and now that's all,separatepeopleandnowthatsall
1634.6,4.72,possible in one package right and I,possibleinonepackagerightandi
1637.159,4.4,think Von speak to that and and and it's,thinkvonspeaktothatandandandits
1639.32,4.28,really interoperability right for the,reallyinteroperabilityrightforthe
1641.559,4.441,very first time across all these,veryfirsttimeacrossallthese
1643.6,4.799,ecosystems there's a standard being,ecosystemstheresastandardbeing
1646.0,5.36,presented which will offer the ability,presentedwhichwilloffertheability
1648.399,4.321,to have that seamless integration and so,tohavethatseamlessintegrationandso
1651.36,3.799,yes you could bring back those,yesyoucouldbringbackthose
1652.72,3.959,conversations from the past whether or,conversationsfromthepastwhetheror
1655.159,3.76,not people opted in with permission to,notpeopleoptedinwithpermissionto
1656.679,3.88,do that different conversation but but,dothatdifferentconversationbutbut
1658.919,4.24,certainly from a perspective of,certainlyfromaperspectiveof
1660.559,4.801,knowledge transfer and then if you look,knowledgetransferandthenifyoulook
1663.159,4.12,at the more creative side of it I mean,atthemorecreativesideofitimean
1665.36,4.12,you know so the vcon really come into,youknowsothevconreallycomeinto
1667.279,4.201,action on the you know on the uh on the,actionontheyouknowontheuhonthe
1669.48,3.76,asynchronous side but they are being,asynchronoussidebuttheyarebeing
1671.48,4.24,recorded synchronously but you have,recordedsynchronouslybutyouhave
1673.24,4.64,value on both sides of the conversation,valueonbothsidesoftheconversation
1675.72,4.04,but if you look at more of a personal,butifyoulookatmoreofapersonal
1677.88,4.799,Rel relationship imagine everyone in,relrelationshipimagineeveryonein
1679.76,5.519,this room opted in that their great,thisroomoptedinthattheirgreat
1682.679,5.161,great great grandchildren could have,greatgreatgrandchildrencouldhave
1685.279,5.601,bedtime stories read to them their voice,bedtimestoriesreadtothemtheirvoice
1687.84,5.6,right so I imagine through a skit vcon,rightsoiimaginethroughaskitvcon
1690.88,5.6,architecture we can be the,architecturewecanbethe
1693.44,5.479,authenticated person who gave permission,authenticatedpersonwhogavepermission
1696.48,5.0,to Future generations to have our voice,tofuturegenerationstohaveourvoice
1698.919,4.681,cloned and for bedtime stories to be,clonedandforbedtimestoriestobe
1701.48,4.96,given in our voice to the Future,giveninourvoicetothefuture
1703.6,4.919,generations and why that matters is that,generationsandwhythatmattersisthat
1706.44,4.359,you know we are living in a time where I,youknowwearelivinginatimewherei
1708.519,3.88,don't know call it 100 years ago there,dontknowcallit100yearsagothere
1710.799,3.441,was some point in the past where the,wassomepointinthepastwherethe
1712.399,4.76,only people that were ever remembered,onlypeoplethatwereeverremembered
1714.24,6.039,were people that were inFAMOUS or famous,werepeoplethatwereinfamousorfamous
1717.159,5.721,everyone else came about and left and,everyoneelsecameaboutandleftand
1720.279,4.24,perhaps remembered by their families but,perhapsrememberedbytheirfamiliesbut
1722.88,4.159,ever since we had the ability to start,eversincewehadtheabilitytostart
1724.519,4.76,leaving and dropping digital breadcrumbs,leavinganddroppingdigitalbreadcrumbs
1727.039,4.961,whether it was from videos and posts and,whetheritwasfromvideosandpostsand
1729.279,4.24,and tweets and status updates we're now,andtweetsandstatusupdateswerenow
1732.0,3.72,living in a time where while you're,livinginatimewherewhileyoure
1733.519,4.681,alive you can curate the digital,aliveyoucancuratethedigital
1735.72,4.92,breadcrumbs and for the very first time,breadcrumbsandfortheveryfirsttime
1738.2,4.88,we can now authenticate we can give the,wecannowauthenticatewecangivethe
1740.64,5.08,permission for a voice to be used for,permissionforavoicetobeusedfor
1743.08,5.16,specific purposes and that it all comes,specificpurposesandthatitallcomes
1745.72,5.959,from having the ability to trust having,fromhavingtheabilitytotrusthaving
1748.24,5.559,the ability to discern and then having,theabilitytodiscernandthenhaving
1751.679,5.48,an authoritative source that allows us,anauthoritativesourcethatallowsus
1753.799,5.76,to happen at least by the by our future,tohappenatleastbythebyourfuture
1757.159,4.52,you know Prodigy to to to hear stuff and,youknowprodigytototohearstuffand
1759.559,3.681,I think that that's important and the,ithinkthatthatsimportantandthe
1761.679,4.801,other thing that's also important is,otherthingthatsalsoimportantis
1763.24,5.4,that it is going to be those derivatives,thatitisgoingtobethosederivatives
1766.48,4.079,of what we're talking about today that,ofwhatweretalkingabouttodaythat
1768.64,5.039,drives the Innovation for tomorrow I,drivestheinnovationfortomorrowi
1770.559,5.24,mean we may not have the killer app but,meanwemaynothavethekillerappbut
1773.679,5.321,yes compliance with government law is,yescompliancewithgovernmentlawis
1775.799,5.281,important being able to work and stop,importantbeingabletoworkandstop
1779.0,3.679,robocalling or at least the trouble,robocallingoratleastthetrouble
1781.08,3.479,really is that some of the rules the FCC,reallyisthatsomeoftherulesthefcc
1782.679,4.641,has currently in the current uh,hascurrentlyinthecurrentuh
1784.559,5.281,political cycle is yeah it's it's it's,politicalcycleisyeahitsitsits
1787.32,5.0,against the law to use AI to impersonate,againstthelawtouseaitoimpersonate
1789.84,4.04,the president to generate robocalls well,thepresidenttogeneraterobocallswell
1792.32,2.959,rooc calling is illegal and we having,rooccallingisillegalandwehaving
1793.88,2.96,trouble with that right and if you're,troublewiththatrightandifyoure
1795.279,3.24,not going to be stopped for that then,notgoingtobestoppedforthatthen
1796.84,4.0,the chances are stopping them from,thechancesarestoppingthemfrom
1798.519,4.52,impersonating somebody also pretty sad,impersonatingsomebodyalsoprettysad
1800.84,5.319,but but on the Practical side of it we,butbutonthepracticalsideofitwe
1803.039,5.921,are starting to see innovative ideas and,arestartingtoseeinnovativeideasand
1806.159,5.161,and sometimes it's those edge cases that,andsometimesitsthoseedgecasesthat
1808.96,5.68,drive the future and if you look at how,drivethefutureandifyoulookathow
1811.32,6.079,the technology evolves we're at the very,thetechnologyevolveswereatthevery
1814.64,5.32,very beginning part of seriously the,verybeginningpartofseriouslythe
1817.399,4.64,next revolution of communications and,nextrevolutionofcommunicationsand
1819.96,4.76,and I I have said that voice will always,andiihavesaidthatvoicewillalways
1822.039,4.24,be the killer app with no disrespect to,bethekillerappwithnodisrespectto
1824.72,3.319,any other Innovation that you see in,anyotherinnovationthatyouseein
1826.279,4.361,front of you but there's something,frontofyoubuttheressomething
1828.039,5.64,fundamentally textured and with so much,fundamentallytexturedandwithsomuch
1830.64,5.36,metadata associated with how we speak,metadataassociatedwithhowwespeak
1833.679,4.081,and to whom and frankly if you're in a,andtowhomandfranklyifyoureina
1836.0,4.08,crisis situation being able to reach out,crisissituationbeingabletoreachout
1837.76,4.32,to a loved one and say I love you and,toalovedoneandsayiloveyouand
1840.08,4.56,being able to provide that confirmation,beingabletoprovidethatconfirmation
1842.08,5.8,that you're okay or they're okay has,thatyoureokayortheyreokayhas
1844.64,5.0,such a high beta that I I think that as,suchahighbetathatiithinkthatas
1847.88,3.84,long as we have people on this planet,longaswehavepeopleonthisplanet
1849.64,5.44,and we're not Androids that the,andwerenotandroidsthatthe
1851.72,6.319,emotional value goes way up and so AI,emotionalvaluegoeswayupandsoai
1855.08,5.959,has opportunity to be a connector and,hasopportunitytobeaconnectorand
1858.039,5.401,for James sake yes I do believe that,forjamessakeyesidobelievethat
